id,width,depth,height,weight,value,allowedRotations
I0139,1200,1400,1450,179.4,179.4,012345
I0140,1200,1400,1450,179.4,179.4,012345
I0141,1200,1400,1450,179.4,179.4,012345
I0142,1200,1400,1450,179.4,179.4,012345
I0143,1200,1400,1450,179.4,179.4,012345
I0144,1200,1400,1450,179.4,179.4,012345
I0145,1200,1400,1450,179.4,179.4,012345
I0146,1200,1400,1450,179.4,179.4,012345
I0147,1200,1400,1450,179.4,179.4,012345
I0148,1200,1400,1450,179.4,179.4,012345
I0149,1200,1400,1450,179.4,179.4,012345
I0150,1200,1400,1450,179.4,179.4,012345
I0151,1200,1400,1450,179.4,179.4,012345
I0152,1200,1400,1450,179.4,179.4,012345
I0153,1200,1400,1450,179.4,179.4,012345
I0154,1200,1400,1450,179.4,179.4,012345
I0155,1200,1400,1450,179.4,179.4,012345
I0156,1200,1600,1350,207.72,207.72,012345
I0157,1200,1600,1350,207.72,207.72,012345
I0158,1200,1600,1350,207.72,207.72,012345
I0159,1200,1600,1350,207.72,207.72,012345
I0160,1200,1600,1350,207.72,207.72,012345
I0161,1200,1600,1350,207.72,207.72,012345
I0162,1200,1600,1350,207.72,207.72,012345
I0163,1200,1600,1350,207.72,207.72,012345
I0164,1200,1600,1350,207.72,207.72,012345
I0165,1200,1600,1350,207.72,207.72,012345
I0166,1200,1600,1350,207.72,207.72,012345
I0167,1200,1600,1350,207.72,207.72,012345
I0168,1200,1600,1350,207.72,207.72,012345
I0169,1200,1600,1350,207.72,207.72,012345
I0170,1200,1600,1350,207.72,207.72,012345
I0171,1200,1600,1350,207.72,207.72,012345
I0172,1200,1600,1350,207.72,207.72,012345
I0173,1000,1200,750,267.8,267.8,012345
I0174,1200,1400,1450,179.4,179.4,012345
I0175,1200,1400,1450,179.4,179.4,012345
I0176,1200,1400,1450,179.4,179.4,012345
I0177,1200,1400,1450,179.4,179.4,012345
I0178,1200,1400,1450,179.4,179.4,012345
I0179,1200,1400,1450,179.4,179.4,012345
I0180,1200,1400,1450,179.4,179.4,012345
I0181,1200,1400,1450,179.4,179.4,012345
I0182,1200,1400,1450,179.4,179.4,012345
I0183,1200,1400,1450,179.4,179.4,012345
I0184,1200,1400,1450,179.4,179.4,012345
I0185,1200,1400,1450,179.4,179.4,012345
I0186,1200,1400,1450,179.4,179.4,012345
I0187,1200,1400,1450,179.4,179.4,012345
I0188,1200,1400,1450,179.4,179.4,012345
I0189,1200,1400,1450,179.4,179.4,012345
I0190,1200,1400,1450,179.4,179.4,012345
I0191,1200,1400,1450,179.4,179.4,012345
I0192,1200,1400,1450,179.4,179.4,012345
I0193,1200,1400,1450,179.4,179.4,012345
I0194,1200,1400,1450,179.4,179.4,012345
I0195,1200,1400,1450,179.4,179.4,012345
I0196,1200,1400,1450,179.4,179.4,012345
I0197,1200,1400,1450,179.4,179.4,012345
I0198,1200,1400,1450,179.4,179.4,012345
I0199,1200,1400,1450,179.4,179.4,012345
I0200,1200,1400,1450,179.4,179.4,012345
I0201,1200,1400,1450,179.4,179.4,012345
I0202,1200,1400,1450,179.4,179.4,012345
I0203,1200,1400,1450,179.4,179.4,012345
I0204,1200,1400,1450,179.4,179.4,012345
I0205,1200,1400,1450,179.4,179.4,012345
I0206,1200,1600,930,438.4,438.4,012345
I0207,1200,1600,930,438.4,438.4,012345
I0208,1200,1600,930,438.4,438.4,012345
I0209,1200,1600,930,438.4,438.4,012345
I0210,1200,1600,930,438.4,438.4,012345
I0211,1200,1600,930,438.4,438.4,012345
I0212,1200,1600,930,438.4,438.4,012345
I0213,1200,1600,930,438.4,438.4,012345
I0214,1200,1600,930,438.4,438.4,012345
I0215,1200,1600,930,438.4,438.4,012345
I0216,1200,1600,930,438.4,438.4,012345
I0217,1200,1400,1450,179.4,179.4,012345
I0218,1200,1400,1450,179.4,179.4,012345
I0219,1200,1400,1450,179.4,179.4,012345
I0220,1200,1400,1450,179.4,179.4,012345
I0221,1200,1400,1450,179.4,179.4,012345
I0222,1200,1400,1450,179.4,179.4,012345
I0223,1200,1400,1450,179.4,179.4,012345
I0224,1200,1400,1450,179.4,179.4,012345
I0225,1200,1400,1450,179.4,179.4,012345
I0226,1200,1400,1450,179.4,179.4,012345
I0227,1200,1400,1450,179.4,179.4,012345
I0228,1200,1400,1450,179.4,179.4,012345
I0229,1200,1400,1450,179.4,179.4,012345
I0230,1200,1400,1450,179.4,179.4,012345
I0231,1200,1400,1450,179.4,179.4,012345
I0232,1200,1400,1450,179.4,179.4,012345
I0233,1200,1400,1450,179.4,179.4,012345
I0234,1200,1400,1450,179.4,179.4,012345
I0235,1200,1400,1450,179.4,179.4,012345
I0236,1200,1400,1450,179.4,179.4,012345
I0237,1200,1400,1450,179.4,179.4,012345
I0238,1200,1400,1450,179.4,179.4,012345
I0239,1200,1400,1450,179.4,179.4,012345
I0240,1200,1400,1450,179.4,179.4,012345
I0241,1200,1400,1450,179.4,179.4,012345
I0242,1200,1400,1450,179.4,179.4,012345
I0243,1200,1400,1450,179.4,179.4,012345
I0244,1200,1400,1450,179.4,179.4,012345
I0245,1200,1400,1450,179.4,179.4,012345
I0246,1200,1400,1450,179.4,179.4,012345
I0247,1200,1400,1450,179.4,179.4,012345
I0248,1200,1400,1450,179.4,179.4,012345
I0249,1200,1400,1450,179.4,179.4,012345
I0250,1200,1400,1450,179.4,179.4,012345
I0251,1200,1400,1450,179.4,179.4,012345
I0252,1200,1600,1350,303.92,303.92,012345
I0253,1200,1600,1350,303.92,303.92,012345
I0254,1200,1600,1350,303.92,303.92,012345
I0255,1200,1600,1350,303.92,303.92,012345
I0256,1200,1600,1350,303.92,303.92,012345
I0257,1200,1600,1350,303.92,303.92,012345
I0258,1200,1600,1350,303.92,303.92,012345
I0259,1200,1600,1350,303.92,303.92,012345
I0260,1000,1200,750,227.528,227.528,012345
I0261,1200,1600,1350,207.72,207.72,012345
I0262,1000,1200,930,324.1,324.1,012345
I0263,1000,1200,975,165.375,165.375,012345
I0264,1000,1200,975,165.375,165.375,012345
I0265,1000,1200,975,165.375,165.375,012345
I0266,1000,1200,975,165.375,165.375,012345
I0267,1200,1600,930,277.828,277.828,012345
I0268,1200,1600,1350,207.72,207.72,012345
I0269,1200,1600,1350,207.72,207.72,012345
I0270,570,780,478,101.52,101.52,012345
I0271,570,780,478,96.256,96.256,012345
I0272,570,780,478,96.256,96.256,012345
I0273,570,780,478,96.256,96.256,012345
I0274,570,780,478,96.256,96.256,012345
I0275,1000,1200,975,577.8,577.8,012345
I0276,1000,1200,975,577.8,577.8,012345
I0277,1000,1200,975,577.8,577.8,012345
I0278,1000,1200,975,577.8,577.8,012345
I0279,1000,1200,975,577.8,577.8,012345
I0280,1000,1200,975,577.8,577.8,012345
I0281,1000,1200,975,577.8,577.8,012345
I0282,1000,1200,975,577.8,577.8,012345
I0283,1000,1200,359,29.38,29.38,012345
I0284,1200,1600,1350,303.92,303.92,012345
I0285,1200,1600,1350,303.92,303.92,012345
I0286,1200,1600,1350,303.92,303.92,012345
I0287,1200,1600,1350,303.92,303.92,012345
I0288,1200,1600,1350,303.92,303.92,012345
I0289,1200,1600,1350,303.92,303.92,012345
I0290,1200,1600,1350,303.92,303.92,012345
I0291,1200,1600,1350,303.92,303.92,012345
I0292,1200,1600,1350,303.92,303.92,012345
I0293,1200,1600,1350,303.92,303.92,012345
I0294,1200,1600,1350,303.92,303.92,012345
I0295,1000,1200,930,324.1,324.1,012345
I0296,1200,1900,750,845.38,845.38,012345
I0297,1200,1900,750,845.38,845.38,012345
I0298,1200,1400,1450,179.4,179.4,012345
I0299,1200,1400,1450,179.4,179.4,012345
I0300,1200,1400,1450,179.4,179.4,012345
I0301,1200,1400,1450,179.4,179.4,012345
I0302,1200,1400,1450,179.4,179.4,012345
I0303,1200,1400,1450,179.4,179.4,012345
I0304,1200,1400,1450,179.4,179.4,012345
I0305,1200,1400,1450,179.4,179.4,012345
I0306,1200,1400,1450,179.4,179.4,012345
I0307,1200,1400,1450,179.4,179.4,012345
I0308,1200,1400,1450,179.4,179.4,012345
I0309,1200,1400,1450,179.4,179.4,012345
I0310,1200,1400,1450,179.4,179.4,012345
I0311,1200,1400,1450,179.4,179.4,012345
I0312,1200,1400,1450,179.4,179.4,012345
I0313,1200,1400,1450,179.4,179.4,012345
I0314,1200,1400,1450,179.4,179.4,012345
I0315,1200,1400,1450,179.4,179.4,012345
I0316,1200,1400,1450,179.4,179.4,012345
I0317,1200,1400,1450,179.4,179.4,012345
I0318,1200,1400,1450,179.4,179.4,012345
I0319,1200,1400,1450,179.4,179.4,012345
I0320,1200,1400,1450,179.4,179.4,012345
I0321,1200,1400,1450,179.4,179.4,012345
I0322,1200,1400,1450,179.4,179.4,012345
I0323,1200,1400,1450,179.4,179.4,012345
I0324,1200,1400,1450,179.4,179.4,012345
I0325,1200,1400,1450,179.4,179.4,012345
I0326,1200,1400,1450,179.4,179.4,012345
I0327,1000,1200,750,500.86,500.86,012345
I0328,1000,1200,1155,366.75,366.75,012345
I0329,1000,1200,558,122.032,122.032,012345
I0330,1000,1200,750,405.72,405.72,012345
I0331,1000,1200,750,176.5,176.5,012345
I0332,1000,1200,750,176.5,176.5,012345
I0333,1200,1600,1350,207.72,207.72,012345
I0334,1200,1600,1350,207.72,207.72,012345
I0335,1200,1600,1350,207.72,207.72,012345
I0336,1200,1600,1350,207.72,207.72,012345
I0337,1200,1600,1350,207.72,207.72,012345
I0338,1200,1600,1350,207.72,207.72,012345
I0339,1200,1600,1350,207.72,207.72,012345
I0340,570,780,478,160.56,160.56,012345
I0341,570,780,478,160.56,160.56,012345
I0342,1000,1200,750,229.88,229.88,012345
I0343,1000,1200,750,229.88,229.88,012345
I0344,1000,1200,750,229.88,229.88,012345
I0345,1000,1200,750,351.756,351.756,012345
I0346,1000,1200,750,351.756,351.756,012345
I0347,1200,1600,930,547.3,547.3,012345
I0348,1200,1600,930,547.3,547.3,012345
I0349,1200,1600,930,547.3,547.3,012345
I0350,1200,1600,930,547.3,547.3,012345
I0351,1200,1600,930,547.3,547.3,012345
I0352,1200,1600,930,547.3,547.3,012345
I0353,1200,1600,930,547.3,547.3,012345
I0354,1000,1200,975,156.15,156.15,012345
I0355,1000,1200,975,156.15,156.15,012345
I0356,1000,1200,975,156.15,156.15,012345
I0357,1000,1200,975,156.15,156.15,012345
I0358,1000,1200,975,156.15,156.15,012345
I0359,1200,1600,975,611.224,611.224,012345
I0360,1200,1600,975,611.224,611.224,012345
I0361,1225,1400,1160,317.0,317.0,012345
I0362,1225,1400,1160,317.0,317.0,012345
I0363,1225,1400,1160,317.0,317.0,012345
I0364,1225,1400,1160,317.0,317.0,012345
I0365,1225,1400,1160,317.0,317.0,012345
I0366,1225,1400,1160,317.0,317.0,012345
I0367,1225,1400,1160,317.0,317.0,012345
I0368,1225,1400,1160,317.0,317.0,012345
I0369,1225,1400,1160,317.0,317.0,012345
I0370,1225,1400,1160,317.0,317.0,012345
I0371,1225,1400,1160,317.0,317.0,012345
I0372,1225,1400,1160,317.0,317.0,012345
I0373,1225,1400,1160,317.0,317.0,012345
I0374,1225,1400,1160,317.0,317.0,012345
I0375,1200,1600,975,1471.6,1471.6,012345
I0376,1200,1600,1350,303.92,303.92,012345
I0377,1200,1600,1350,303.92,303.92,012345
I0378,1200,1600,1350,303.92,303.92,012345
I0379,1200,1600,1350,303.92,303.92,012345
I0380,1200,1600,930,277.828,277.828,012345
I0381,1200,1600,930,277.828,277.828,012345
I0382,1000,1200,750,405.72,405.72,012345
I0383,1000,1200,558,127.408,127.408,012345
I0384,1000,1200,750,227.528,227.528,012345
I0385,1225,1400,1160,317.0,317.0,012345
I0386,1225,1400,1160,317.0,317.0,012345
I0387,1225,1400,1160,317.0,317.0,012345
I0388,1225,1400,1160,317.0,317.0,012345
I0389,1225,1400,1160,317.0,317.0,012345
I0390,1225,1400,1160,317.0,317.0,012345
I0391,1225,1400,1160,317.0,317.0,012345
I0392,1225,1400,1160,317.0,317.0,012345
I0393,1225,1400,1160,317.0,317.0,012345
I0394,1225,1400,1160,317.0,317.0,012345
I0395,1225,1400,1160,317.0,317.0,012345
I0396,1225,1400,1160,317.0,317.0,012345
I0397,1225,1400,1160,317.0,317.0,012345
I0398,1225,1400,1160,317.0,317.0,012345
I0399,1000,1200,1057,164.04,164.04,012345
I0400,1000,1200,750,351.756,351.756,012345
I0401,570,780,478,82.32,82.32,012345
I0402,570,780,478,82.32,82.32,012345
I0403,570,780,478,82.32,82.32,012345
I0404,1000,1200,750,500.86,500.86,012345
I0405,1000,1200,1057,179.85,179.85,012345
I0406,570,780,478,82.32,82.32,012345
I0407,570,780,478,82.32,82.32,012345
I0408,570,780,478,82.32,82.32,012345
I0409,1000,1200,1155,366.75,366.75,012345
I0410,1000,1200,1155,366.75,366.75,012345
I0411,1000,1200,750,227.528,227.528,012345
I0412,1200,1600,930,454.873,454.873,012345
I0413,1200,1600,930,454.873,454.873,012345
I0414,1200,1600,930,454.873,454.873,012345
I0415,1200,1600,930,454.873,454.873,012345
I0416,1200,1600,930,454.873,454.873,012345
I0417,570,780,478,160.56,160.56,012345
I0418,570,780,478,160.56,160.56,012345
I0419,570,780,478,160.56,160.56,012345
I0420,570,780,478,269.32,269.32,012345
I0421,1200,1600,1350,207.72,207.72,012345
I0422,1200,1600,1350,207.72,207.72,012345
I0423,1200,1600,1350,207.72,207.72,012345
I0424,1200,1600,1350,207.72,207.72,012345
I0425,1200,1400,1450,179.4,179.4,012345
I0426,1200,1400,1450,179.4,179.4,012345
I0427,1200,1400,1450,179.4,179.4,012345
I0428,1200,1400,1450,179.4,179.4,012345
I0429,1200,1400,1450,179.4,179.4,012345
I0430,1200,1400,1450,179.4,179.4,012345
I0431,1200,1400,1450,179.4,179.4,012345
I0432,1200,1400,1450,179.4,179.4,012345
I0433,1200,1400,1450,179.4,179.4,012345
I0434,1200,1400,1450,179.4,179.4,012345
I0435,1200,1400,1450,179.4,179.4,012345
I0436,1200,1400,1450,179.4,179.4,012345
I0437,1200,1400,1450,179.4,179.4,012345
I0438,1200,1400,1450,179.4,179.4,012345
I0439,1200,1400,1450,179.4,179.4,012345
I0440,1200,1400,1450,179.4,179.4,012345
I0441,1200,1400,1450,179.4,179.4,012345
I0442,1200,1400,1450,179.4,179.4,012345
I0443,1200,1400,1450,179.4,179.4,012345
I0444,1200,1400,1450,179.4,179.4,012345
I0445,1200,1400,1450,179.4,179.4,012345
I0446,1200,1400,1450,179.4,179.4,012345
I0447,1200,1400,1450,179.4,179.4,012345
I0448,1200,1400,1450,179.4,179.4,012345
I0449,1200,1600,930,514.24,514.24,012345
I0450,1000,1200,975,337.9,337.9,012345
I0451,1000,1200,975,384.74,384.74,012345
I0452,1200,1600,975,611.224,611.224,012345
I0453,1000,1200,1057,164.04,164.04,012345
I0454,1000,1200,1057,164.04,164.04,012345
I0455,1200,1600,930,454.873,454.873,012345
I0456,1200,1600,930,454.873,454.873,012345
I0457,1200,1600,930,454.873,454.873,012345
I0458,1000,1200,645,330.5,330.5,012345
I0459,1000,1200,975,577.8,577.8,012345
I0460,1000,1200,975,577.8,577.8,012345
I0461,1000,1200,975,577.8,577.8,012345
I0462,1000,1200,975,577.8,577.8,012345
I0463,1000,1200,975,577.8,577.8,012345
I0464,1000,1200,975,652.0,652.0,012345
I0465,1200,1600,1350,207.72,207.72,012345
I0466,1200,1600,1350,207.72,207.72,012345
I0467,1200,1600,1350,207.72,207.72,012345
I0468,1000,1200,750,229.88,229.88,012345
I0469,1000,1200,750,229.88,229.88,012345
I0470,1000,1200,750,229.88,229.88,012345
I0471,1000,1200,750,229.88,229.88,012345
I0472,1000,1200,750,229.88,229.88,012345
I0473,1000,1200,750,229.88,229.88,012345
I0474,1000,1200,975,183.84,183.84,012345
I0475,1000,1200,975,183.84,183.84,012345
I0476,1000,1200,975,183.84,183.84,012345
I0477,1000,1200,975,183.84,183.84,012345
I0478,1000,1200,975,183.84,183.84,012345
I0479,1000,1200,975,165.375,165.375,012345
I0480,1000,1200,975,165.375,165.375,012345
I0481,1000,1200,975,165.375,165.375,012345
I0482,1000,1200,975,165.375,165.375,012345
I0483,1200,1600,1350,303.92,303.92,012345
I0484,1200,1600,930,277.828,277.828,012345
I0485,1200,1600,1350,303.92,303.92,012345
I0486,1200,1600,1350,303.92,303.92,012345
I0487,1200,1600,1350,303.92,303.92,012345
I0488,1200,1600,1350,303.92,303.92,012345
I0489,1200,1600,1350,303.92,303.92,012345
I0490,1200,1600,1350,303.92,303.92,012345
I0491,1200,1600,1350,303.92,303.92,012345
I0492,1200,1600,1350,303.92,303.92,012345
I0493,1000,1200,975,308.76,308.76,012345
I0494,1000,1200,975,165.375,165.375,012345
I0495,1000,1200,975,165.375,165.375,012345
I0496,1000,1200,975,165.375,165.375,012345
I0497,1000,1200,975,165.375,165.375,012345
I0498,1000,1200,975,165.375,165.375,012345
I0499,1200,1600,1350,205.16,205.16,012345
I0500,570,780,478,100.96,100.96,012345
I0501,570,780,478,100.96,100.96,012345
I0502,570,780,478,100.96,100.96,012345
I0503,570,780,478,100.96,100.96,012345
I0504,570,780,478,100.96,100.96,012345
I0505,570,780,478,100.96,100.96,012345
I0506,570,780,478,100.96,100.96,012345
I0507,570,780,478,100.96,100.96,012345
I0508,570,780,478,100.96,100.96,012345
I0509,570,780,478,100.96,100.96,012345
I0510,1000,1200,1057,164.04,164.04,012345
I0511,1200,1600,1350,207.72,207.72,012345
I0512,1200,1600,1350,207.72,207.72,012345
I0513,1000,1200,750,351.756,351.756,012345
I0514,1000,1200,750,351.756,351.756,012345
I0515,1200,1600,930,514.24,514.24,012345
I0516,1200,1400,1450,179.4,179.4,012345
I0517,1200,1400,1450,179.4,179.4,012345
I0518,1200,1400,1450,179.4,179.4,012345
I0519,1200,1400,1450,179.4,179.4,012345
I0520,1200,1400,1450,179.4,179.4,012345
I0521,1200,1400,1450,179.4,179.4,012345
I0522,1200,1400,1450,179.4,179.4,012345
I0523,1200,1400,1450,179.4,179.4,012345
I0524,1200,1400,1450,179.4,179.4,012345
I0525,1200,1400,1450,179.4,179.4,012345
I0526,1200,1400,1450,179.4,179.4,012345
I0527,1200,1400,1450,179.4,179.4,012345
I0528,1200,1400,1450,179.4,179.4,012345
I0529,1200,1400,1450,179.4,179.4,012345
I0530,1200,1400,1450,179.4,179.4,012345
I0531,1200,1400,1450,179.4,179.4,012345
I0532,1200,1400,1450,179.4,179.4,012345
I0533,1200,1400,1450,179.4,179.4,012345
I0534,1200,1400,1450,179.4,179.4,012345
I0535,1200,1400,1450,179.4,179.4,012345
I0536,1200,1400,1450,179.4,179.4,012345
I0537,1200,1400,1450,179.4,179.4,012345
I0538,1200,1400,1450,179.4,179.4,012345
I0539,1200,1400,1450,179.4,179.4,012345
I0540,1200,1400,1450,179.4,179.4,012345
I0541,1200,1400,1450,179.4,179.4,012345
I0542,1200,1400,1450,179.4,179.4,012345
I0543,1200,1400,1450,179.4,179.4,012345
I0544,1200,1400,1450,179.4,179.4,012345
I0545,1200,1400,1450,179.4,179.4,012345
I0546,1200,1600,930,277.828,277.828,012345
I0547,1200,1600,930,277.828,277.828,012345
I0548,570,780,478,100.96,100.96,012345
I0549,570,780,478,100.96,100.96,012345
I0550,570,780,478,100.96,100.96,012345
I0551,570,780,478,100.96,100.96,012345
I0552,570,780,478,100.96,100.96,012345
I0553,570,780,478,100.96,100.96,012345
I0554,570,780,478,100.96,100.96,012345
I0555,570,780,478,100.96,100.96,012345
I0556,570,780,478,100.96,100.96,012345
I0557,570,780,478,100.96,100.96,012345
I0558,570,780,478,100.96,100.96,012345
I0559,570,780,478,100.96,100.96,012345
I0560,570,780,478,100.96,100.96,012345
I0561,570,780,478,100.96,100.96,012345
I0562,570,780,478,100.96,100.96,012345
I0563,1000,1200,750,351.756,351.756,012345
I0564,1000,1200,750,351.756,351.756,012345
I0565,1000,1200,1057,179.85,179.85,012345
I0566,1000,1200,359,77.352,77.352,012345
I0567,1200,1600,1350,303.92,303.92,012345
I0568,1200,1600,1350,303.92,303.92,012345
I0569,1200,1600,1350,303.92,303.92,012345
I0570,570,780,478,160.56,160.56,012345
I0571,570,780,478,160.56,160.56,012345
I0572,1000,1200,545,690.5,690.5,012345
I0573,1000,1200,545,690.5,690.5,012345
I0574,1200,1600,930,454.873,454.873,012345
I0575,1200,1600,930,454.873,454.873,012345
I0576,1200,1600,930,454.873,454.873,012345
I0577,570,780,478,100.96,100.96,012345
I0578,570,780,478,100.96,100.96,012345
I0579,570,780,478,100.96,100.96,012345
I0580,570,780,478,100.96,100.96,012345
I0581,570,780,478,100.96,100.96,012345
I0582,1000,1200,975,336.7,336.7,012345
I0583,1000,1200,975,336.7,336.7,012345
I0584,1000,1200,975,336.7,336.7,012345
I0585,1000,1200,975,336.7,336.7,012345
I0586,1000,1200,975,336.7,336.7,012345
I0587,1000,1200,975,336.7,336.7,012345
I0588,1000,1200,975,336.7,336.7,012345
I0589,1000,1200,750,351.756,351.756,012345
I0590,1200,1900,750,845.38,845.38,012345
I0591,1200,1600,975,611.224,611.224,012345
I0592,1200,1600,975,611.224,611.224,012345
I0593,1000,1200,750,351.944,351.944,012345
I0594,1000,1200,750,351.944,351.944,012345
